name,city,state,phone,email,website,confidence,next_action,gap_field,gap_category,gap_index,total_gaps_for_record
"Anthony ""Big A"" Sherrod",Clarksdale,MS,,,https://www.musicmaker.org/artist/,Medium,Contact Music Maker Foundation via musicmaker.org/artist/ for booking inquiry.,fees.festival_fee,fees,2,4
"Anthony ""Big A"" Sherrod",Clarksdale,MS,,,https://www.musicmaker.org/artist/,Medium,Contact Music Maker Foundation via musicmaker.org/artist/ for booking inquiry.,booking.booking_phone,booking,3,4
"Anthony ""Big A"" Sherrod",Clarksdale,MS,,,https://www.musicmaker.org/artist/,Medium,Contact Music Maker Foundation via musicmaker.org/artist/ for booking inquiry.,booking.booking_email,booking,4,4
Lucius Spiller,Clarksdale,MS,,,,Medium,Message Facebook page facebook.com/BlueSpiller/ for booking inquiry.,fees.typical_show,fees,1,6
Lucius Spiller,Clarksdale,MS,,,,Medium,Message Facebook page facebook.com/BlueSpiller/ for booking inquiry.,fees.festival_fee,fees,2,6
Lucius Spiller,Clarksdale,MS,,,,Medium,Message Facebook page facebook.com/BlueSpiller/ for booking inquiry.,booking.booking_phone,booking,3,6
Lucius Spiller,Clarksdale,MS,,,,Medium,Message Facebook page facebook.com/BlueSpiller/ for booking inquiry.,booking.booking_email,booking,4,6
Lucius Spiller,Clarksdale,MS,,,,Medium,Message Facebook page facebook.com/BlueSpiller/ for booking inquiry.,work.key_recordings,work,5,6
Lucius Spiller,Clarksdale,MS,,,,Medium,Message Facebook page facebook.com/BlueSpiller/ for booking inquiry.,origin.birth_year,origin,6,6
"Terry ""Harmonica"" Bean",Holly Springs,MS,,,https://www.musicmaker.org/,Medium,Contact Music Maker Foundation via musicmaker.org for Terry Harmonica Bean booking.,fees.typical_show,fees,1,6
"Terry ""Harmonica"" Bean",Holly Springs,MS,,,https://www.musicmaker.org/,Medium,Contact Music Maker Foundation via musicmaker.org for Terry Harmonica Bean booking.,fees.festival_fee,fees,2,6
"Terry ""Harmonica"" Bean",Holly Springs,MS,,,https://www.musicmaker.org/,Medium,Contact Music Maker Foundation via musicmaker.org for Terry Harmonica Bean booking.,booking.booking_phone,booking,3,6
"Terry ""Harmonica"" Bean",Holly Springs,MS,,,https://www.musicmaker.org/,Medium,Contact Music Maker Foundation via musicmaker.org for Terry Harmonica Bean booking.,booking.booking_email,booking,4,6
"Terry ""Harmonica"" Bean",Holly Springs,MS,,,https://www.musicmaker.org/,Medium,Contact Music Maker Foundation via musicmaker.org for Terry Harmonica Bean booking.,work.key_recordings,work,5,6
"Terry ""Harmonica"" Bean",Holly Springs,MS,,,https://www.musicmaker.org/,Medium,Contact Music Maker Foundation via musicmaker.org for Terry Harmonica Bean booking.,origin.birth_year,origin,6,6
Super Chikan,Clarksdale,MS,,,,Medium,Contact Sunflower Fest organizers or Clarksdale music community for Super Chikan booking.,fees.typical_show,fees,1,5
Super Chikan,Clarksdale,MS,,,,Medium,Contact Sunflower Fest organizers or Clarksdale music community for Super Chikan booking.,fees.festival_fee,fees,2,5
Super Chikan,Clarksdale,MS,,,,Medium,Contact Sunflower Fest organizers or Clarksdale music community for Super Chikan booking.,booking.booking_phone,booking,3,5
Super Chikan,Clarksdale,MS,,,,Medium,Contact Sunflower Fest organizers or Clarksdale music community for Super Chikan booking.,booking.booking_email,booking,4,5
Super Chikan,Clarksdale,MS,,,,Medium,Contact Sunflower Fest organizers or Clarksdale music community for Super Chikan booking.,work.key_recordings,work,5,5
Heather Crosse,Clarksdale,MS,,booking@groundzerobluesclub.com,,High,Email booking@groundzerobluesclub.com or message facebook.com/HeatherCrosseMusic for booking.,fees.typical_show,fees,1,3
Heather Crosse,Clarksdale,MS,,booking@groundzerobluesclub.com,,High,Email booking@groundzerobluesclub.com or message facebook.com/HeatherCrosseMusic for booking.,fees.festival_fee,fees,2,3
Heather Crosse,Clarksdale,MS,,booking@groundzerobluesclub.com,,High,Email booking@groundzerobluesclub.com or message facebook.com/HeatherCrosseMusic for booking.,booking.booking_phone,booking,3,3
Duwayne Burnside,Holly Springs,MS,,,,Medium,Message Facebook page facebook.com/duwayneburnsidemusic for booking.,fees.typical_show,fees,1,5
Duwayne Burnside,Holly Springs,MS,,,,Medium,Message Facebook page facebook.com/duwayneburnsidemusic for booking.,fees.festival_fee,fees,2,5
Duwayne Burnside,Holly Springs,MS,,,,Medium,Message Facebook page facebook.com/duwayneburnsidemusic for booking.,booking.booking_phone,booking,3,5
Duwayne Burnside,Holly Springs,MS,,,,Medium,Message Facebook page facebook.com/duwayneburnsidemusic for booking.,booking.booking_email,booking,4,5
Duwayne Burnside,Holly Springs,MS,,,,Medium,Message Facebook page facebook.com/duwayneburnsidemusic for booking.,origin.birth_year,origin,5,5
Tony Holiday,Memphis,TN,,,,Medium,Message Facebook page facebook.com/tonyholidaymusic for booking inquiry.,fees.typical_show,fees,1,5
Tony Holiday,Memphis,TN,,,,Medium,Message Facebook page facebook.com/tonyholidaymusic for booking inquiry.,fees.festival_fee,fees,2,5
Tony Holiday,Memphis,TN,,,,Medium,Message Facebook page facebook.com/tonyholidaymusic for booking inquiry.,booking.booking_phone,booking,3,5
Tony Holiday,Memphis,TN,,,,Medium,Message Facebook page facebook.com/tonyholidaymusic for booking inquiry.,booking.booking_email,booking,4,5
Tony Holiday,Memphis,TN,,,,Medium,Message Facebook page facebook.com/tonyholidaymusic for booking inquiry.,work.key_recordings,work,5,5
R.L. Boyce,Como,MS,,,,Medium,UNKNOWN,legacy.estate_contact,legacy,1,3
R.L. Boyce,Como,MS,,,,Medium,UNKNOWN,origin.birth_year,origin,2,3
R.L. Boyce,Como,MS,,,,Medium,UNKNOWN,work.key_recordings,work,3,3
Valerie June,Memphis,TN,,,https://valeriejune.com,High,Contact via valeriejune.com or Concord Records for booking inquiry.,fees.typical_show,fees,1,5
Valerie June,Memphis,TN,,,https://valeriejune.com,High,Contact via valeriejune.com or Concord Records for booking inquiry.,fees.festival_fee,fees,2,5
Valerie June,Memphis,TN,,,https://valeriejune.com,High,Contact via valeriejune.com or Concord Records for booking inquiry.,booking.booking_phone,booking,3,5
Valerie June,Memphis,TN,,,https://valeriejune.com,High,Contact via valeriejune.com or Concord Records for booking inquiry.,booking.booking_email,booking,4,5
Valerie June,Memphis,TN,,,https://valeriejune.com,High,Contact via valeriejune.com or Concord Records for booking inquiry.,booking.agent_name,booking,5,5
Paul Cauthen,Tyler,TX,,,https://paulcauthen.com,Medium,Contact via paulcauthen.com for booking and fee inquiry.,fees.typical_show,fees,1,5
Paul Cauthen,Tyler,TX,,,https://paulcauthen.com,Medium,Contact via paulcauthen.com for booking and fee inquiry.,fees.festival_fee,fees,2,5
Paul Cauthen,Tyler,TX,,,https://paulcauthen.com,Medium,Contact via paulcauthen.com for booking and fee inquiry.,booking.booking_phone,booking,3,5
Paul Cauthen,Tyler,TX,,,https://paulcauthen.com,Medium,Contact via paulcauthen.com for booking and fee inquiry.,booking.booking_email,booking,4,5
Paul Cauthen,Tyler,TX,,,https://paulcauthen.com,Medium,Contact via paulcauthen.com for booking and fee inquiry.,booking.agent_name,booking,5,5
Adia Victoria,Nashville,TN,,,https://mn2s.com/booking-agency/talent-roster/adia-victoria/,Medium,Contact MN2S booking agency at mn2s.com/booking-agency/talent-roster/adia-victoria for inquiry.,fees.typical_show,fees,1,6
Adia Victoria,Nashville,TN,,,https://mn2s.com/booking-agency/talent-roster/adia-victoria/,Medium,Contact MN2S booking agency at mn2s.com/booking-agency/talent-roster/adia-victoria for inquiry.,fees.festival_fee,fees,2,6
Adia Victoria,Nashville,TN,,,https://mn2s.com/booking-agency/talent-roster/adia-victoria/,Medium,Contact MN2S booking agency at mn2s.com/booking-agency/talent-roster/adia-victoria for inquiry.,booking.booking_phone,booking,3,6
Adia Victoria,Nashville,TN,,,https://mn2s.com/booking-agency/talent-roster/adia-victoria/,Medium,Contact MN2S booking agency at mn2s.com/booking-agency/talent-roster/adia-victoria for inquiry.,booking.booking_email,booking,4,6
Adia Victoria,Nashville,TN,,,https://mn2s.com/booking-agency/talent-roster/adia-victoria/,Medium,Contact MN2S booking agency at mn2s.com/booking-agency/talent-roster/adia-victoria for inquiry.,booking.agent_name,booking,5,6
Adia Victoria,Nashville,TN,,,https://mn2s.com/booking-agency/talent-roster/adia-victoria/,Medium,Contact MN2S booking agency at mn2s.com/booking-agency/talent-roster/adia-victoria for inquiry.,work.key_recordings,work,6,6
Jamey Johnson,,AL,,,https://jameyjohnson.com,Medium,Contact WME or jameyjohnson.com for booking inquiry.,fees.typical_show,fees,1,5
Jamey Johnson,,AL,,,https://jameyjohnson.com,Medium,Contact WME or jameyjohnson.com for booking inquiry.,fees.festival_fee,fees,2,5
Jamey Johnson,,AL,,,https://jameyjohnson.com,Medium,Contact WME or jameyjohnson.com for booking inquiry.,booking.booking_phone,booking,3,5
Jamey Johnson,,AL,,,https://jameyjohnson.com,Medium,Contact WME or jameyjohnson.com for booking inquiry.,booking.booking_email,booking,4,5
Jamey Johnson,,AL,,,https://jameyjohnson.com,Medium,Contact WME or jameyjohnson.com for booking inquiry.,booking.agent_name,booking,5,5
William Bell,Memphis,TN,,,https://williambellmusic.com,Medium,Contact williambellmusic.com to confirm current touring status and booking process.,fees.typical_show,fees,1,6
William Bell,Memphis,TN,,,https://williambellmusic.com,Medium,Contact williambellmusic.com to confirm current touring status and booking process.,fees.festival_fee,fees,2,6
William Bell,Memphis,TN,,,https://williambellmusic.com,Medium,Contact williambellmusic.com to confirm current touring status and booking process.,booking.booking_phone,booking,3,6
William Bell,Memphis,TN,,,https://williambellmusic.com,Medium,Contact williambellmusic.com to confirm current touring status and booking process.,booking.booking_email,booking,4,6
William Bell,Memphis,TN,,,https://williambellmusic.com,Medium,Contact williambellmusic.com to confirm current touring status and booking process.,booking.agent_name,booking,5,6
William Bell,Memphis,TN,,,https://williambellmusic.com,Medium,Contact williambellmusic.com to confirm current touring status and booking process.,booking.currently_touring,booking,6,6
Lucero,Memphis,TN,,acolvin@wmeentertainment.com,https://luceromusic.com,High,Email Andrew Colvin at acolvin@wmeentertainment.com (WME Nashville) re: Lucero booking.,fees.typical_show,fees,1,3
Lucero,Memphis,TN,,acolvin@wmeentertainment.com,https://luceromusic.com,High,Email Andrew Colvin at acolvin@wmeentertainment.com (WME Nashville) re: Lucero booking.,fees.festival_fee,fees,2,3
Lucero,Memphis,TN,,acolvin@wmeentertainment.com,https://luceromusic.com,High,Email Andrew Colvin at acolvin@wmeentertainment.com (WME Nashville) re: Lucero booking.,booking.booking_phone,booking,3,3
North Mississippi Allstars,Memphis,TN,,jknight@teamwass.com,https://www.nmallstars.com,High,Email Joshua Knight at jknight@teamwass.com (Wasserman Music) re: North Mississippi Allstars booking.,fees.typical_show,fees,1,3
North Mississippi Allstars,Memphis,TN,,jknight@teamwass.com,https://www.nmallstars.com,High,Email Joshua Knight at jknight@teamwass.com (Wasserman Music) re: North Mississippi Allstars booking.,fees.festival_fee,fees,2,3
North Mississippi Allstars,Memphis,TN,,jknight@teamwass.com,https://www.nmallstars.com,High,Email Joshua Knight at jknight@teamwass.com (Wasserman Music) re: North Mississippi Allstars booking.,booking.booking_phone,booking,3,3
Marc Broussard,Carencro,LA,,,https://www.marcbroussard.com,Medium,Contact via marcbroussard.com for booking inquiry.,fees.typical_show,fees,1,5
Marc Broussard,Carencro,LA,,,https://www.marcbroussard.com,Medium,Contact via marcbroussard.com for booking inquiry.,fees.festival_fee,fees,2,5
Marc Broussard,Carencro,LA,,,https://www.marcbroussard.com,Medium,Contact via marcbroussard.com for booking inquiry.,booking.booking_phone,booking,3,5
Marc Broussard,Carencro,LA,,,https://www.marcbroussard.com,Medium,Contact via marcbroussard.com for booking inquiry.,booking.booking_email,booking,4,5
Marc Broussard,Carencro,LA,,,https://www.marcbroussard.com,Medium,Contact via marcbroussard.com for booking inquiry.,booking.agent_name,booking,5,5
Tank and the Bangas,New Orleans,LA,,,https://tankandthebangas.com,Medium,Contact via tankandthebangas.com for booking inquiry.,fees.typical_show,fees,1,5
Tank and the Bangas,New Orleans,LA,,,https://tankandthebangas.com,Medium,Contact via tankandthebangas.com for booking inquiry.,fees.festival_fee,fees,2,5
Tank and the Bangas,New Orleans,LA,,,https://tankandthebangas.com,Medium,Contact via tankandthebangas.com for booking inquiry.,booking.booking_phone,booking,3,5
Tank and the Bangas,New Orleans,LA,,,https://tankandthebangas.com,Medium,Contact via tankandthebangas.com for booking inquiry.,booking.booking_email,booking,4,5
Tank and the Bangas,New Orleans,LA,,,https://tankandthebangas.com,Medium,Contact via tankandthebangas.com for booking inquiry.,booking.agent_name,booking,5,5
Big Freedia,New Orleans,LA,,,https://bigfreedia.com,Medium,Contact via bigfreedia.com for booking inquiry.,fees.typical_show,fees,1,5
Big Freedia,New Orleans,LA,,,https://bigfreedia.com,Medium,Contact via bigfreedia.com for booking inquiry.,fees.festival_fee,fees,2,5
Big Freedia,New Orleans,LA,,,https://bigfreedia.com,Medium,Contact via bigfreedia.com for booking inquiry.,booking.booking_phone,booking,3,5
Big Freedia,New Orleans,LA,,,https://bigfreedia.com,Medium,Contact via bigfreedia.com for booking inquiry.,booking.booking_email,booking,4,5
Big Freedia,New Orleans,LA,,,https://bigfreedia.com,Medium,Contact via bigfreedia.com for booking inquiry.,booking.agent_name,booking,5,5
Trombone Shorty & Orleans Avenue,New Orleans,LA,,,https://tromboneshortyfoundation.org,Medium,Contact WME / William Morris for Trombone Shorty booking inquiry.,fees.typical_show,fees,1,5
Trombone Shorty & Orleans Avenue,New Orleans,LA,,,https://tromboneshortyfoundation.org,Medium,Contact WME / William Morris for Trombone Shorty booking inquiry.,fees.festival_fee,fees,2,5
Trombone Shorty & Orleans Avenue,New Orleans,LA,,,https://tromboneshortyfoundation.org,Medium,Contact WME / William Morris for Trombone Shorty booking inquiry.,booking.booking_phone,booking,3,5
Trombone Shorty & Orleans Avenue,New Orleans,LA,,,https://tromboneshortyfoundation.org,Medium,Contact WME / William Morris for Trombone Shorty booking inquiry.,booking.booking_email,booking,4,5
Trombone Shorty & Orleans Avenue,New Orleans,LA,,,https://tromboneshortyfoundation.org,Medium,Contact WME / William Morris for Trombone Shorty booking inquiry.,booking.agent_name,booking,5,5
PJ Morton,New Orleans,LA,,,https://pjmorton.com,Medium,Contact via pjmorton.com for booking inquiry.,fees.typical_show,fees,1,5
PJ Morton,New Orleans,LA,,,https://pjmorton.com,Medium,Contact via pjmorton.com for booking inquiry.,fees.festival_fee,fees,2,5
PJ Morton,New Orleans,LA,,,https://pjmorton.com,Medium,Contact via pjmorton.com for booking inquiry.,booking.booking_phone,booking,3,5
PJ Morton,New Orleans,LA,,,https://pjmorton.com,Medium,Contact via pjmorton.com for booking inquiry.,booking.booking_email,booking,4,5
PJ Morton,New Orleans,LA,,,https://pjmorton.com,Medium,Contact via pjmorton.com for booking inquiry.,booking.agent_name,booking,5,5
Don Trip,Memphis,TN,,,,Medium,Instagram DM to @mrdontrip for booking inquiry.,fees.typical_show,fees,1,4
Don Trip,Memphis,TN,,,,Medium,Instagram DM to @mrdontrip for booking inquiry.,fees.festival_fee,fees,2,4
Don Trip,Memphis,TN,,,,Medium,Instagram DM to @mrdontrip for booking inquiry.,booking.booking_phone,booking,3,4
Don Trip,Memphis,TN,,,,Medium,Instagram DM to @mrdontrip for booking inquiry.,booking.booking_email,booking,4,4
Tonina,Los Angeles,CA,,,https://www.saltlickincubator.org/meet-our-artists,Low,Contact Salt Lick Incubator at saltlickincubator.org for Tonina booking.,fees.typical_show,fees,1,6
Tonina,Los Angeles,CA,,,https://www.saltlickincubator.org/meet-our-artists,Low,Contact Salt Lick Incubator at saltlickincubator.org for Tonina booking.,fees.festival_fee,fees,2,6
Tonina,Los Angeles,CA,,,https://www.saltlickincubator.org/meet-our-artists,Low,Contact Salt Lick Incubator at saltlickincubator.org for Tonina booking.,booking.booking_phone,booking,3,6
Tonina,Los Angeles,CA,,,https://www.saltlickincubator.org/meet-our-artists,Low,Contact Salt Lick Incubator at saltlickincubator.org for Tonina booking.,booking.booking_email,booking,4,6
Tonina,Los Angeles,CA,,,https://www.saltlickincubator.org/meet-our-artists,Low,Contact Salt Lick Incubator at saltlickincubator.org for Tonina booking.,artist.real_name,artist,5,6
Tonina,Los Angeles,CA,,,https://www.saltlickincubator.org/meet-our-artists,Low,Contact Salt Lick Incubator at saltlickincubator.org for Tonina booking.,work.key_recordings,work,6,6
Dumpstaphunk,New Orleans,LA,,,https://dumpstaphunk.com,Medium,Contact via dumpstaphunk.com/shows for booking inquiry.,fees.typical_show,fees,1,5
Dumpstaphunk,New Orleans,LA,,,https://dumpstaphunk.com,Medium,Contact via dumpstaphunk.com/shows for booking inquiry.,fees.festival_fee,fees,2,5
Dumpstaphunk,New Orleans,LA,,,https://dumpstaphunk.com,Medium,Contact via dumpstaphunk.com/shows for booking inquiry.,booking.booking_phone,booking,3,5
Dumpstaphunk,New Orleans,LA,,,https://dumpstaphunk.com,Medium,Contact via dumpstaphunk.com/shows for booking inquiry.,booking.booking_email,booking,4,5
Dumpstaphunk,New Orleans,LA,,,https://dumpstaphunk.com,Medium,Contact via dumpstaphunk.com/shows for booking inquiry.,booking.agent_name,booking,5,5
Galactic,New Orleans,LA,,,https://galacticfunk.com,Medium,Contact via galacticfunk.com for booking inquiry.,fees.typical_show,fees,1,5
Galactic,New Orleans,LA,,,https://galacticfunk.com,Medium,Contact via galacticfunk.com for booking inquiry.,fees.festival_fee,fees,2,5
Galactic,New Orleans,LA,,,https://galacticfunk.com,Medium,Contact via galacticfunk.com for booking inquiry.,booking.booking_phone,booking,3,5
Galactic,New Orleans,LA,,,https://galacticfunk.com,Medium,Contact via galacticfunk.com for booking inquiry.,booking.booking_email,booking,4,5
Galactic,New Orleans,LA,,,https://galacticfunk.com,Medium,Contact via galacticfunk.com for booking inquiry.,booking.agent_name,booking,5,5
Rising Stars Fife and Drum Band,Coldwater,MS,,,https://arts.ms.gov/artist/rising-stars-fife-and-drum-band/,High,Contact Mississippi Arts Commission at arts.ms.gov for Rising Stars Fife and Drum Band booking.,fees.typical_show,fees,1,4
Rising Stars Fife and Drum Band,Coldwater,MS,,,https://arts.ms.gov/artist/rising-stars-fife-and-drum-band/,High,Contact Mississippi Arts Commission at arts.ms.gov for Rising Stars Fife and Drum Band booking.,fees.festival_fee,fees,2,4
Rising Stars Fife and Drum Band,Coldwater,MS,,,https://arts.ms.gov/artist/rising-stars-fife-and-drum-band/,High,Contact Mississippi Arts Commission at arts.ms.gov for Rising Stars Fife and Drum Band booking.,booking.booking_phone,booking,3,4
Rising Stars Fife and Drum Band,Coldwater,MS,,,https://arts.ms.gov/artist/rising-stars-fife-and-drum-band/,High,Contact Mississippi Arts Commission at arts.ms.gov for Rising Stars Fife and Drum Band booking.,booking.booking_email,booking,4,4
The Como Mamas,Como,MS,,,https://www.musicmaker.org/artist/the-como-mamas-2/,Low,Contact Music Maker Foundation at musicmaker.org/artist/the-como-mamas-2/ to verify active status.,fees.typical_show,fees,1,5
The Como Mamas,Como,MS,,,https://www.musicmaker.org/artist/the-como-mamas-2/,Low,Contact Music Maker Foundation at musicmaker.org/artist/the-como-mamas-2/ to verify active status.,fees.festival_fee,fees,2,5
The Como Mamas,Como,MS,,,https://www.musicmaker.org/artist/the-como-mamas-2/,Low,Contact Music Maker Foundation at musicmaker.org/artist/the-como-mamas-2/ to verify active status.,booking.booking_phone,booking,3,5
The Como Mamas,Como,MS,,,https://www.musicmaker.org/artist/the-como-mamas-2/,Low,Contact Music Maker Foundation at musicmaker.org/artist/the-como-mamas-2/ to verify active status.,booking.booking_email,booking,4,5
The Como Mamas,Como,MS,,,https://www.musicmaker.org/artist/the-como-mamas-2/,Low,Contact Music Maker Foundation at musicmaker.org/artist/the-como-mamas-2/ to verify active status.,booking.currently_touring,booking,5,5
Rebirth Brass Band,New Orleans,LA,,,https://rebirthbrassband.com,High,Contact via rebirthbrassband.com for booking inquiry.,fees.typical_show,fees,1,5
Rebirth Brass Band,New Orleans,LA,,,https://rebirthbrassband.com,High,Contact via rebirthbrassband.com for booking inquiry.,fees.festival_fee,fees,2,5
Rebirth Brass Band,New Orleans,LA,,,https://rebirthbrassband.com,High,Contact via rebirthbrassband.com for booking inquiry.,booking.booking_phone,booking,3,5
Rebirth Brass Band,New Orleans,LA,,,https://rebirthbrassband.com,High,Contact via rebirthbrassband.com for booking inquiry.,booking.booking_email,booking,4,5
Rebirth Brass Band,New Orleans,LA,,,https://rebirthbrassband.com,High,Contact via rebirthbrassband.com for booking inquiry.,booking.agent_name,booking,5,5
Hot 8 Brass Band,New Orleans,LA,(917) 821-1878,,http://www.hot8brassband.com,High,Call (917) 821-1878 for Hot 8 Brass Band booking inquiry.,fees.typical_show,fees,1,3
Hot 8 Brass Band,New Orleans,LA,(917) 821-1878,,http://www.hot8brassband.com,High,Call (917) 821-1878 for Hot 8 Brass Band booking inquiry.,fees.festival_fee,fees,2,3
Hot 8 Brass Band,New Orleans,LA,(917) 821-1878,,http://www.hot8brassband.com,High,Call (917) 821-1878 for Hot 8 Brass Band booking inquiry.,booking.booking_email,booking,3,3
Kermit Ruffins & the Barbecue Swingers,New Orleans,LA,,info@bluenilelive.com,https://www.kermitslounge.com,High,Email info@bluenilelive.com or visit kermitslounge.com for Kermit Ruffins booking.,fees.typical_show,fees,1,3
Kermit Ruffins & the Barbecue Swingers,New Orleans,LA,,info@bluenilelive.com,https://www.kermitslounge.com,High,Email info@bluenilelive.com or visit kermitslounge.com for Kermit Ruffins booking.,fees.festival_fee,fees,2,3
Kermit Ruffins & the Barbecue Swingers,New Orleans,LA,,info@bluenilelive.com,https://www.kermitslounge.com,High,Email info@bluenilelive.com or visit kermitslounge.com for Kermit Ruffins booking.,booking.booking_phone,booking,3,3
The Soul Rebels,New Orleans,LA,,,https://soulrebels.com,Medium,Contact via soulrebels.com for booking inquiry.,fees.typical_show,fees,1,5
The Soul Rebels,New Orleans,LA,,,https://soulrebels.com,Medium,Contact via soulrebels.com for booking inquiry.,fees.festival_fee,fees,2,5
The Soul Rebels,New Orleans,LA,,,https://soulrebels.com,Medium,Contact via soulrebels.com for booking inquiry.,booking.booking_phone,booking,3,5
The Soul Rebels,New Orleans,LA,,,https://soulrebels.com,Medium,Contact via soulrebels.com for booking inquiry.,booking.booking_email,booking,4,5
The Soul Rebels,New Orleans,LA,,,https://soulrebels.com,Medium,Contact via soulrebels.com for booking inquiry.,booking.agent_name,booking,5,5
Preservation Hall Jazz Band,New Orleans,LA,,,https://www.preservationhall.com,Medium,Contact Preservation Hall Foundation via preservationhall.com for booking inquiry.,fees.typical_show,fees,1,5
