name,city,state,phone,email,website,confidence,next_action,gap_field,gap_category,gap_index,total_gaps_for_record
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,production.power,production,22,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,production.house_engineer_onsite,production,23,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,room.stage.width_ft,room,24,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,room.stage.depth_ft,room,25,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,room.stage.height_in,room,26,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,room.stage.ground_or_riser,room,27,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,staffing.door_staff,staffing,28,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,staffing.security,staffing,29,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,staffing.runners_hospitality,staffing,30,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,room.capacity_seated,room,31,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,room.capacity_official,room,32,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,room.green_room,room,33,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,room.load_in,room,34,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,room.parking,room,35,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,room.floor,room,36,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,room.sightlines,room,37,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,venue.lat_lon,venue,38,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,booking.booker_name,booking,39,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,booking.booker_email,booking,40,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,booking.booker_phone,booking,41,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,booking.lead_time_weeks,booking,42,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,booking.deal_structure,booking,43,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,booking.typical_fee_range,booking,44,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,booking.ticketing_platform,booking,45,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,booking.standard_set_length_min,booking,46,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,booking.typical_night_format,booking,47,48
Rum Boogie Café / Blues Hall,Memphis,TN,,,https://rumboogie.com,Medium,Contact via rumboogie.com; no public booking listed,booking.in_house_promo_support,booking,48,48
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,production.house_pa.brand_and_model,production,1,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,production.house_pa.subs,production,2,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,production.house_pa.monitors,production,3,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,production.mixer.front_of_house,production,4,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,production.mixer.monitor_console,production,5,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,production.mixer.channels,production,6,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,production.microphones.vocal_mic_models,production,7,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,production.microphones.instrument_mics,production,8,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,production.microphones.wireless_available,production,9,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,production.di_boxes,production,10,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,production.cables_and_stands,production,11,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,production.backline.drum_kit_details,production,12,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,production.backline.bass_amp,production,13,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,production.backline.guitar_amps,production,14,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,production.backline.keyboard,production,15,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,production.backline.piano,production,16,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,production.lighting,production,17,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,production.video_projection,production,18,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,production.live_stream_capability,production,19,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,production.recording_capability,production,20,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,production.tie_lines_to_recording_room,production,21,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,production.power,production,22,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,production.house_engineer_onsite,production,23,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,room.stage.width_ft,room,24,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,room.stage.depth_ft,room,25,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,room.stage.height_in,room,26,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,room.stage.ground_or_riser,room,27,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,staffing.door_staff,staffing,28,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,staffing.security,staffing,29,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,staffing.runners_hospitality,staffing,30,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,room.capacity_seated,room,31,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,room.capacity_official,room,32,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,room.green_room,room,33,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,room.load_in,room,34,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,room.parking,room,35,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,room.floor,room,36,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,room.sightlines,room,37,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,venue.lat_lon,venue,38,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,venue.year_opened,venue,39,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,booking.booker_name,booking,40,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,booking.booker_email,booking,41,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,booking.booker_phone,booking,42,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,booking.lead_time_weeks,booking,43,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,booking.deal_structure,booking,44,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,booking.typical_fee_range,booking,45,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,booking.ticketing_platform,booking,46,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,booking.standard_set_length_min,booking,47,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,booking.typical_night_format,booking,48,49
Blues City Cafe,Memphis,TN,,,https://bluescitycafe.com,Medium,Via bluescitycafe.com; booking contact not public,booking.in_house_promo_support,booking,49,49
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,production.house_pa.brand_and_model,production,1,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,production.house_pa.subs,production,2,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,production.house_pa.monitors,production,3,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,production.mixer.front_of_house,production,4,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,production.mixer.monitor_console,production,5,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,production.mixer.channels,production,6,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,production.microphones.vocal_mic_models,production,7,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,production.microphones.instrument_mics,production,8,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,production.microphones.wireless_available,production,9,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,production.di_boxes,production,10,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,production.cables_and_stands,production,11,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,production.backline.drum_kit_details,production,12,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,production.backline.bass_amp,production,13,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,production.backline.guitar_amps,production,14,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,production.backline.keyboard,production,15,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,production.backline.piano,production,16,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,production.lighting,production,17,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,production.video_projection,production,18,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,production.live_stream_capability,production,19,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,production.recording_capability,production,20,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,production.tie_lines_to_recording_room,production,21,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,production.power,production,22,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,production.house_engineer_onsite,production,23,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,room.stage.width_ft,room,24,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,room.stage.depth_ft,room,25,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,room.stage.height_in,room,26,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,room.stage.ground_or_riser,room,27,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,staffing.door_staff,staffing,28,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,staffing.security,staffing,29,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,staffing.runners_hospitality,staffing,30,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,room.capacity_seated,room,31,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,room.capacity_official,room,32,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,room.green_room,room,33,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,room.load_in,room,34,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,room.parking,room,35,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,room.floor,room,36,46
Mr. Handy's Blues Hall,Memphis,TN,(901) 526-0115,jshivers@bealestreet.com,https://bealestreet.com,Medium,jshivers@bealestreet.com / (901) 526-0115,room.sightlines,room,37,46
