name,city,state,phone,email,website,confidence,next_action,gap_field,gap_category,gap_index,total_gaps_for_record
Sunflower River Blues & Gospel Festival,Clarksdale,MS,,,https://www.sunflowerfest.org,High,Submit via sunflowerfest.org contact form to inquire about 2026 artist submissions and booking process,artist_hospitality_notes,other,5,9
Sunflower River Blues & Gospel Festival,Clarksdale,MS,,,https://www.sunflowerfest.org,High,Submit via sunflowerfest.org contact form to inquire about 2026 artist submissions and booking process,talent_buyer_name,other,6,9
Sunflower River Blues & Gospel Festival,Clarksdale,MS,,,https://www.sunflowerfest.org,High,Submit via sunflowerfest.org contact form to inquire about 2026 artist submissions and booking process,accepts_direct_submissions,other,7,9
Sunflower River Blues & Gospel Festival,Clarksdale,MS,,,https://www.sunflowerfest.org,High,Submit via sunflowerfest.org contact form to inquire about 2026 artist submissions and booking process,submission_window,other,8,9
Sunflower River Blues & Gospel Festival,Clarksdale,MS,,,https://www.sunflowerfest.org,High,Submit via sunflowerfest.org contact form to inquire about 2026 artist submissions and booking process,organizer,other,9,9
Mississippi Delta Blues & Heritage Festival,Greenville,MS,(662) 335-3523,,https://www.deltabluesms.org,High,Call Chauncy Wright at (662) 645-7045 re: 2026 undercard booking process and submission timeline,typical_fee_range_for_undercards,other,1,7
Mississippi Delta Blues & Heritage Festival,Greenville,MS,(662) 335-3523,,https://www.deltabluesms.org,High,Call Chauncy Wright at (662) 645-7045 re: 2026 undercard booking process and submission timeline,typical_fee_range_for_headliners,other,2,7
Mississippi Delta Blues & Heritage Festival,Greenville,MS,(662) 335-3523,,https://www.deltabluesms.org,High,Call Chauncy Wright at (662) 645-7045 re: 2026 undercard booking process and submission timeline,annual_budget_estimate,other,3,7
Mississippi Delta Blues & Heritage Festival,Greenville,MS,(662) 335-3523,,https://www.deltabluesms.org,High,Call Chauncy Wright at (662) 645-7045 re: 2026 undercard booking process and submission timeline,sponsorship_contact,other,4,7
Mississippi Delta Blues & Heritage Festival,Greenville,MS,(662) 335-3523,,https://www.deltabluesms.org,High,Call Chauncy Wright at (662) 645-7045 re: 2026 undercard booking process and submission timeline,artist_hospitality_notes,other,5,7
Mississippi Delta Blues & Heritage Festival,Greenville,MS,(662) 335-3523,,https://www.deltabluesms.org,High,Call Chauncy Wright at (662) 645-7045 re: 2026 undercard booking process and submission timeline,talent_buyer_email,other,6,7
Mississippi Delta Blues & Heritage Festival,Greenville,MS,(662) 335-3523,,https://www.deltabluesms.org,High,Call Chauncy Wright at (662) 645-7045 re: 2026 undercard booking process and submission timeline,accepts_direct_submissions,other,7,7
Mighty Mississippi Music Festival,Greenville,MS,(662) 347-2920,,,Low,Call Greenville–Washington County CVB to verify dormancy and ask if any revival is planned before booking resources are allocated,typical_fee_range_for_undercards,other,1,8
Mighty Mississippi Music Festival,Greenville,MS,(662) 347-2920,,,Low,Call Greenville–Washington County CVB to verify dormancy and ask if any revival is planned before booking resources are allocated,typical_fee_range_for_headliners,other,2,8
Mighty Mississippi Music Festival,Greenville,MS,(662) 347-2920,,,Low,Call Greenville–Washington County CVB to verify dormancy and ask if any revival is planned before booking resources are allocated,annual_budget_estimate,other,3,8
Mighty Mississippi Music Festival,Greenville,MS,(662) 347-2920,,,Low,Call Greenville–Washington County CVB to verify dormancy and ask if any revival is planned before booking resources are allocated,sponsorship_contact,other,4,8
Mighty Mississippi Music Festival,Greenville,MS,(662) 347-2920,,,Low,Call Greenville–Washington County CVB to verify dormancy and ask if any revival is planned before booking resources are allocated,artist_hospitality_notes,other,5,8
Mighty Mississippi Music Festival,Greenville,MS,(662) 347-2920,,,Low,Call Greenville–Washington County CVB to verify dormancy and ask if any revival is planned before booking resources are allocated,current_status_confirmation,other,6,8
Mighty Mississippi Music Festival,Greenville,MS,(662) 347-2920,,,Low,Call Greenville–Washington County CVB to verify dormancy and ask if any revival is planned before booking resources are allocated,website,other,7,8
Mighty Mississippi Music Festival,Greenville,MS,(662) 347-2920,,,Low,Call Greenville–Washington County CVB to verify dormancy and ask if any revival is planned before booking resources are allocated,organizer_contact,other,8,8
B.B. King Homecoming Festival,Indianola,MS,(662) 887-9539,info@bbkingmuseum.org,https://bbkingmuseum.org,Low,Call B.B. King Museum at (662) 887-9539 or email info@bbkingmuseum.org to ask whether traditional Homecoming Festival format will return and what programming exists for 2026,typical_fee_range_for_undercards,other,1,7
B.B. King Homecoming Festival,Indianola,MS,(662) 887-9539,info@bbkingmuseum.org,https://bbkingmuseum.org,Low,Call B.B. King Museum at (662) 887-9539 or email info@bbkingmuseum.org to ask whether traditional Homecoming Festival format will return and what programming exists for 2026,typical_fee_range_for_headliners,other,2,7
B.B. King Homecoming Festival,Indianola,MS,(662) 887-9539,info@bbkingmuseum.org,https://bbkingmuseum.org,Low,Call B.B. King Museum at (662) 887-9539 or email info@bbkingmuseum.org to ask whether traditional Homecoming Festival format will return and what programming exists for 2026,annual_budget_estimate,other,3,7
B.B. King Homecoming Festival,Indianola,MS,(662) 887-9539,info@bbkingmuseum.org,https://bbkingmuseum.org,Low,Call B.B. King Museum at (662) 887-9539 or email info@bbkingmuseum.org to ask whether traditional Homecoming Festival format will return and what programming exists for 2026,sponsorship_contact,other,4,7
B.B. King Homecoming Festival,Indianola,MS,(662) 887-9539,info@bbkingmuseum.org,https://bbkingmuseum.org,Low,Call B.B. King Museum at (662) 887-9539 or email info@bbkingmuseum.org to ask whether traditional Homecoming Festival format will return and what programming exists for 2026,artist_hospitality_notes,other,5,7
B.B. King Homecoming Festival,Indianola,MS,(662) 887-9539,info@bbkingmuseum.org,https://bbkingmuseum.org,Low,Call B.B. King Museum at (662) 887-9539 or email info@bbkingmuseum.org to ask whether traditional Homecoming Festival format will return and what programming exists for 2026,festival_revival_status,other,6,7
B.B. King Homecoming Festival,Indianola,MS,(662) 887-9539,info@bbkingmuseum.org,https://bbkingmuseum.org,Low,Call B.B. King Museum at (662) 887-9539 or email info@bbkingmuseum.org to ask whether traditional Homecoming Festival format will return and what programming exists for 2026,next_edition_dates,other,7,7
Deep Blues Festival,Clarksdale,MS,,info@deepbluesfestival.com,https://www.deepbluesfestival.com,Low,Email info@deepbluesfestival.com to confirm whether 2026 edition is planned under new producer and who the new contact is,typical_fee_range_for_undercards,other,1,7
Deep Blues Festival,Clarksdale,MS,,info@deepbluesfestival.com,https://www.deepbluesfestival.com,Low,Email info@deepbluesfestival.com to confirm whether 2026 edition is planned under new producer and who the new contact is,typical_fee_range_for_headliners,other,2,7
Deep Blues Festival,Clarksdale,MS,,info@deepbluesfestival.com,https://www.deepbluesfestival.com,Low,Email info@deepbluesfestival.com to confirm whether 2026 edition is planned under new producer and who the new contact is,annual_budget_estimate,other,3,7
Deep Blues Festival,Clarksdale,MS,,info@deepbluesfestival.com,https://www.deepbluesfestival.com,Low,Email info@deepbluesfestival.com to confirm whether 2026 edition is planned under new producer and who the new contact is,sponsorship_contact,other,4,7
Deep Blues Festival,Clarksdale,MS,,info@deepbluesfestival.com,https://www.deepbluesfestival.com,Low,Email info@deepbluesfestival.com to confirm whether 2026 edition is planned under new producer and who the new contact is,artist_hospitality_notes,other,5,7
Deep Blues Festival,Clarksdale,MS,,info@deepbluesfestival.com,https://www.deepbluesfestival.com,Low,Email info@deepbluesfestival.com to confirm whether 2026 edition is planned under new producer and who the new contact is,2026_status_confirmation,other,6,7
Deep Blues Festival,Clarksdale,MS,,info@deepbluesfestival.com,https://www.deepbluesfestival.com,Low,Email info@deepbluesfestival.com to confirm whether 2026 edition is planned under new producer and who the new contact is,new_producer_contact,other,7,7
Bentonia Blues Festival,Bentonia,MS,,,https://bentoniablues.com/bfest.html,High,Contact Blue Front Cafe via Facebook @bluefrontcafeblues re: 2026 supporting act booking for the Bentonia Blues Festival,typical_fee_range_for_undercards,other,1,8
Bentonia Blues Festival,Bentonia,MS,,,https://bentoniablues.com/bfest.html,High,Contact Blue Front Cafe via Facebook @bluefrontcafeblues re: 2026 supporting act booking for the Bentonia Blues Festival,typical_fee_range_for_headliners,other,2,8
Bentonia Blues Festival,Bentonia,MS,,,https://bentoniablues.com/bfest.html,High,Contact Blue Front Cafe via Facebook @bluefrontcafeblues re: 2026 supporting act booking for the Bentonia Blues Festival,annual_budget_estimate,other,3,8
Bentonia Blues Festival,Bentonia,MS,,,https://bentoniablues.com/bfest.html,High,Contact Blue Front Cafe via Facebook @bluefrontcafeblues re: 2026 supporting act booking for the Bentonia Blues Festival,sponsorship_contact,other,4,8
Bentonia Blues Festival,Bentonia,MS,,,https://bentoniablues.com/bfest.html,High,Contact Blue Front Cafe via Facebook @bluefrontcafeblues re: 2026 supporting act booking for the Bentonia Blues Festival,artist_hospitality_notes,other,5,8
Bentonia Blues Festival,Bentonia,MS,,,https://bentoniablues.com/bfest.html,High,Contact Blue Front Cafe via Facebook @bluefrontcafeblues re: 2026 supporting act booking for the Bentonia Blues Festival,accepts_direct_submissions,other,6,8
Bentonia Blues Festival,Bentonia,MS,,,https://bentoniablues.com/bfest.html,High,Contact Blue Front Cafe via Facebook @bluefrontcafeblues re: 2026 supporting act booking for the Bentonia Blues Festival,phone,other,7,8
Bentonia Blues Festival,Bentonia,MS,,,https://bentoniablues.com/bfest.html,High,Contact Blue Front Cafe via Facebook @bluefrontcafeblues re: 2026 supporting act booking for the Bentonia Blues Festival,email,other,8,8
Highway 61 Blues Festival,Leland,MS,,,http://www.highway61blues.com,Medium,Contact Visit Leland via visitlelandms.com to ask about 2026 artist submissions for the 25th Annual festival,typical_fee_range_for_undercards,other,1,7
Highway 61 Blues Festival,Leland,MS,,,http://www.highway61blues.com,Medium,Contact Visit Leland via visitlelandms.com to ask about 2026 artist submissions for the 25th Annual festival,typical_fee_range_for_headliners,other,2,7
Highway 61 Blues Festival,Leland,MS,,,http://www.highway61blues.com,Medium,Contact Visit Leland via visitlelandms.com to ask about 2026 artist submissions for the 25th Annual festival,annual_budget_estimate,other,3,7
Highway 61 Blues Festival,Leland,MS,,,http://www.highway61blues.com,Medium,Contact Visit Leland via visitlelandms.com to ask about 2026 artist submissions for the 25th Annual festival,sponsorship_contact,other,4,7
Highway 61 Blues Festival,Leland,MS,,,http://www.highway61blues.com,Medium,Contact Visit Leland via visitlelandms.com to ask about 2026 artist submissions for the 25th Annual festival,artist_hospitality_notes,other,5,7
Highway 61 Blues Festival,Leland,MS,,,http://www.highway61blues.com,Medium,Contact Visit Leland via visitlelandms.com to ask about 2026 artist submissions for the 25th Annual festival,talent_buyer_name,other,6,7
Highway 61 Blues Festival,Leland,MS,,,http://www.highway61blues.com,Medium,Contact Visit Leland via visitlelandms.com to ask about 2026 artist submissions for the 25th Annual festival,accepts_direct_submissions,other,7,7
Crossroads Blues Festival,Clarksdale,MS,(662) 627-6149,crossroads@visitclarksdale.com,https://www.visitclarksdale.com,Medium,Email crossroads@visitclarksdale.com re: 2026 artist submission process and booking contact name,typical_fee_range_for_undercards,other,1,8
Crossroads Blues Festival,Clarksdale,MS,(662) 627-6149,crossroads@visitclarksdale.com,https://www.visitclarksdale.com,Medium,Email crossroads@visitclarksdale.com re: 2026 artist submission process and booking contact name,typical_fee_range_for_headliners,other,2,8
Crossroads Blues Festival,Clarksdale,MS,(662) 627-6149,crossroads@visitclarksdale.com,https://www.visitclarksdale.com,Medium,Email crossroads@visitclarksdale.com re: 2026 artist submission process and booking contact name,annual_budget_estimate,other,3,8
Crossroads Blues Festival,Clarksdale,MS,(662) 627-6149,crossroads@visitclarksdale.com,https://www.visitclarksdale.com,Medium,Email crossroads@visitclarksdale.com re: 2026 artist submission process and booking contact name,sponsorship_contact,other,4,8
Crossroads Blues Festival,Clarksdale,MS,(662) 627-6149,crossroads@visitclarksdale.com,https://www.visitclarksdale.com,Medium,Email crossroads@visitclarksdale.com re: 2026 artist submission process and booking contact name,artist_hospitality_notes,other,5,8
Crossroads Blues Festival,Clarksdale,MS,(662) 627-6149,crossroads@visitclarksdale.com,https://www.visitclarksdale.com,Medium,Email crossroads@visitclarksdale.com re: 2026 artist submission process and booking contact name,talent_buyer_name,other,6,8
Crossroads Blues Festival,Clarksdale,MS,(662) 627-6149,crossroads@visitclarksdale.com,https://www.visitclarksdale.com,Medium,Email crossroads@visitclarksdale.com re: 2026 artist submission process and booking contact name,accepts_direct_submissions,other,7,8
Crossroads Blues Festival,Clarksdale,MS,(662) 627-6149,crossroads@visitclarksdale.com,https://www.visitclarksdale.com,Medium,Email crossroads@visitclarksdale.com re: 2026 artist submission process and booking contact name,year_founded,other,8,8
International Blues Challenge,Memphis,TN,(901) 527-2583,,https://blues.org/international-blues-challenge/,High,Call Blues Foundation at (901) 527-2583 to ask about affiliated blues society sponsorship pathway for IBC 2026 entry for corridor-based artists,typical_fee_range_for_undercards,other,1,7
International Blues Challenge,Memphis,TN,(901) 527-2583,,https://blues.org/international-blues-challenge/,High,Call Blues Foundation at (901) 527-2583 to ask about affiliated blues society sponsorship pathway for IBC 2026 entry for corridor-based artists,typical_fee_range_for_headliners,other,2,7
International Blues Challenge,Memphis,TN,(901) 527-2583,,https://blues.org/international-blues-challenge/,High,Call Blues Foundation at (901) 527-2583 to ask about affiliated blues society sponsorship pathway for IBC 2026 entry for corridor-based artists,annual_budget_estimate,other,3,7
International Blues Challenge,Memphis,TN,(901) 527-2583,,https://blues.org/international-blues-challenge/,High,Call Blues Foundation at (901) 527-2583 to ask about affiliated blues society sponsorship pathway for IBC 2026 entry for corridor-based artists,sponsorship_contact,other,4,7
International Blues Challenge,Memphis,TN,(901) 527-2583,,https://blues.org/international-blues-challenge/,High,Call Blues Foundation at (901) 527-2583 to ask about affiliated blues society sponsorship pathway for IBC 2026 entry for corridor-based artists,artist_hospitality_notes,other,5,7
International Blues Challenge,Memphis,TN,(901) 527-2583,,https://blues.org/international-blues-challenge/,High,Call Blues Foundation at (901) 527-2583 to ask about affiliated blues society sponsorship pathway for IBC 2026 entry for corridor-based artists,typical_attendance,other,6,7
International Blues Challenge,Memphis,TN,(901) 527-2583,,https://blues.org/international-blues-challenge/,High,Call Blues Foundation at (901) 527-2583 to ask about affiliated blues society sponsorship pathway for IBC 2026 entry for corridor-based artists,talent_buyer_email,other,7,7
Beale Street Music Festival,Memphis,TN,(901) 525-4611,,https://memphisinmay.org,Low,Monitor memphisinmay.org for 2026 lineup and dates announcement; contact (901) 525-4611 when 2026 plans firm up,typical_fee_range_for_undercards,other,1,8
Beale Street Music Festival,Memphis,TN,(901) 525-4611,,https://memphisinmay.org,Low,Monitor memphisinmay.org for 2026 lineup and dates announcement; contact (901) 525-4611 when 2026 plans firm up,typical_fee_range_for_headliners,other,2,8
Beale Street Music Festival,Memphis,TN,(901) 525-4611,,https://memphisinmay.org,Low,Monitor memphisinmay.org for 2026 lineup and dates announcement; contact (901) 525-4611 when 2026 plans firm up,annual_budget_estimate,other,3,8
Beale Street Music Festival,Memphis,TN,(901) 525-4611,,https://memphisinmay.org,Low,Monitor memphisinmay.org for 2026 lineup and dates announcement; contact (901) 525-4611 when 2026 plans firm up,sponsorship_contact,other,4,8
Beale Street Music Festival,Memphis,TN,(901) 525-4611,,https://memphisinmay.org,Low,Monitor memphisinmay.org for 2026 lineup and dates announcement; contact (901) 525-4611 when 2026 plans firm up,artist_hospitality_notes,other,5,8
Beale Street Music Festival,Memphis,TN,(901) 525-4611,,https://memphisinmay.org,Low,Monitor memphisinmay.org for 2026 lineup and dates announcement; contact (901) 525-4611 when 2026 plans firm up,next_edition_dates,other,6,8
Beale Street Music Festival,Memphis,TN,(901) 525-4611,,https://memphisinmay.org,Low,Monitor memphisinmay.org for 2026 lineup and dates announcement; contact (901) 525-4611 when 2026 plans firm up,2026_lineup_announcement,other,7,8
Beale Street Music Festival,Memphis,TN,(901) 525-4611,,https://memphisinmay.org,Low,Monitor memphisinmay.org for 2026 lineup and dates announcement; contact (901) 525-4611 when 2026 plans firm up,talent_buyer_email,other,8,8
Baton Rouge Blues Festival,Baton Rouge,LA,,lauren@brblues.org,https://www.brblues.org,High,Submit via brblues.org/get-booked portal or email lauren@brblues.org re: 2026 artist submissions and timeline,typical_fee_range_for_undercards,other,1,6
Baton Rouge Blues Festival,Baton Rouge,LA,,lauren@brblues.org,https://www.brblues.org,High,Submit via brblues.org/get-booked portal or email lauren@brblues.org re: 2026 artist submissions and timeline,typical_fee_range_for_headliners,other,2,6
Baton Rouge Blues Festival,Baton Rouge,LA,,lauren@brblues.org,https://www.brblues.org,High,Submit via brblues.org/get-booked portal or email lauren@brblues.org re: 2026 artist submissions and timeline,annual_budget_estimate,other,3,6
Baton Rouge Blues Festival,Baton Rouge,LA,,lauren@brblues.org,https://www.brblues.org,High,Submit via brblues.org/get-booked portal or email lauren@brblues.org re: 2026 artist submissions and timeline,artist_hospitality_notes,other,4,6
Baton Rouge Blues Festival,Baton Rouge,LA,,lauren@brblues.org,https://www.brblues.org,High,Submit via brblues.org/get-booked portal or email lauren@brblues.org re: 2026 artist submissions and timeline,talent_buyer_name,other,5,6
Baton Rouge Blues Festival,Baton Rouge,LA,,lauren@brblues.org,https://www.brblues.org,High,Submit via brblues.org/get-booked portal or email lauren@brblues.org re: 2026 artist submissions and timeline,year_founded,other,6,6
Sam Chatmon Blues Festival,Hollandale,MS,(662) 827-2241,,,Medium,Call (662) 827-2241 or message Facebook @SamChatmonBlues re: 2026 booking process,typical_fee_range_for_undercards,other,1,9
Sam Chatmon Blues Festival,Hollandale,MS,(662) 827-2241,,,Medium,Call (662) 827-2241 or message Facebook @SamChatmonBlues re: 2026 booking process,typical_fee_range_for_headliners,other,2,9
Sam Chatmon Blues Festival,Hollandale,MS,(662) 827-2241,,,Medium,Call (662) 827-2241 or message Facebook @SamChatmonBlues re: 2026 booking process,annual_budget_estimate,other,3,9
Sam Chatmon Blues Festival,Hollandale,MS,(662) 827-2241,,,Medium,Call (662) 827-2241 or message Facebook @SamChatmonBlues re: 2026 booking process,sponsorship_contact,other,4,9
Sam Chatmon Blues Festival,Hollandale,MS,(662) 827-2241,,,Medium,Call (662) 827-2241 or message Facebook @SamChatmonBlues re: 2026 booking process,artist_hospitality_notes,other,5,9
Sam Chatmon Blues Festival,Hollandale,MS,(662) 827-2241,,,Medium,Call (662) 827-2241 or message Facebook @SamChatmonBlues re: 2026 booking process,talent_buyer_name,other,6,9
Sam Chatmon Blues Festival,Hollandale,MS,(662) 827-2241,,,Medium,Call (662) 827-2241 or message Facebook @SamChatmonBlues re: 2026 booking process,accepts_direct_submissions,other,7,9
Sam Chatmon Blues Festival,Hollandale,MS,(662) 827-2241,,,Medium,Call (662) 827-2241 or message Facebook @SamChatmonBlues re: 2026 booking process,organizer,other,8,9
Sam Chatmon Blues Festival,Hollandale,MS,(662) 827-2241,,,Medium,Call (662) 827-2241 or message Facebook @SamChatmonBlues re: 2026 booking process,website,other,9,9
Double Decker Arts Festival,Oxford,MS,(662) 232-2477,,https://visitoxfordms.com/double-decker-festival/,High,Call (662) 232-2477 to identify talent buyer name and ask about 2026 artist submission process,typical_fee_range_for_undercards,other,1,7
Double Decker Arts Festival,Oxford,MS,(662) 232-2477,,https://visitoxfordms.com/double-decker-festival/,High,Call (662) 232-2477 to identify talent buyer name and ask about 2026 artist submission process,typical_fee_range_for_headliners,other,2,7
Double Decker Arts Festival,Oxford,MS,(662) 232-2477,,https://visitoxfordms.com/double-decker-festival/,High,Call (662) 232-2477 to identify talent buyer name and ask about 2026 artist submission process,annual_budget_estimate,other,3,7
Double Decker Arts Festival,Oxford,MS,(662) 232-2477,,https://visitoxfordms.com/double-decker-festival/,High,Call (662) 232-2477 to identify talent buyer name and ask about 2026 artist submission process,sponsorship_contact,other,4,7
Double Decker Arts Festival,Oxford,MS,(662) 232-2477,,https://visitoxfordms.com/double-decker-festival/,High,Call (662) 232-2477 to identify talent buyer name and ask about 2026 artist submission process,artist_hospitality_notes,other,5,7
Double Decker Arts Festival,Oxford,MS,(662) 232-2477,,https://visitoxfordms.com/double-decker-festival/,High,Call (662) 232-2477 to identify talent buyer name and ask about 2026 artist submission process,talent_buyer_name,other,6,7
Double Decker Arts Festival,Oxford,MS,(662) 232-2477,,https://visitoxfordms.com/double-decker-festival/,High,Call (662) 232-2477 to identify talent buyer name and ask about 2026 artist submission process,accepts_direct_submissions,other,7,7
Americanafest,Nashville,TN,,,https://americanamusic.org/americanafest/,High,Check americanamusic.org for 2026 showcase submission portal opening (typically spring); investigate membership/showcase application process,typical_fee_range_for_undercards,other,1,7
Americanafest,Nashville,TN,,,https://americanamusic.org/americanafest/,High,Check americanamusic.org for 2026 showcase submission portal opening (typically spring); investigate membership/showcase application process,typical_fee_range_for_headliners,other,2,7
Americanafest,Nashville,TN,,,https://americanamusic.org/americanafest/,High,Check americanamusic.org for 2026 showcase submission portal opening (typically spring); investigate membership/showcase application process,annual_budget_estimate,other,3,7
Americanafest,Nashville,TN,,,https://americanamusic.org/americanafest/,High,Check americanamusic.org for 2026 showcase submission portal opening (typically spring); investigate membership/showcase application process,sponsorship_contact,other,4,7
Americanafest,Nashville,TN,,,https://americanamusic.org/americanafest/,High,Check americanamusic.org for 2026 showcase submission portal opening (typically spring); investigate membership/showcase application process,artist_hospitality_notes,other,5,7
Americanafest,Nashville,TN,,,https://americanamusic.org/americanafest/,High,Check americanamusic.org for 2026 showcase submission portal opening (typically spring); investigate membership/showcase application process,accepts_direct_submissions,other,6,7
Americanafest,Nashville,TN,,,https://americanamusic.org/americanafest/,High,Check americanamusic.org for 2026 showcase submission portal opening (typically spring); investigate membership/showcase application process,submission_window,other,7,7
Arkansas Folk Festival,Mountain View,AR,,,https://mountainviewarkansas.com/arkansasfolkfest,High,Contact Arkansas Craft Guild via arkansascraftguild.org re: 2026 folk music performer application process,typical_fee_range_for_undercards,other,1,7
Arkansas Folk Festival,Mountain View,AR,,,https://mountainviewarkansas.com/arkansasfolkfest,High,Contact Arkansas Craft Guild via arkansascraftguild.org re: 2026 folk music performer application process,typical_fee_range_for_headliners,other,2,7
Arkansas Folk Festival,Mountain View,AR,,,https://mountainviewarkansas.com/arkansasfolkfest,High,Contact Arkansas Craft Guild via arkansascraftguild.org re: 2026 folk music performer application process,annual_budget_estimate,other,3,7
